2025-10-03 at 11:43:57 | INFO | 🚀 Запуск браузера...
2.10.2025

Истекший)
2025-10-03 at 12:33:12 | WARNING | main:process_single_homework:77 | ⚠️ Не найдена кнопка загрузки для: Операционные системы и среды
2025-10-03 at 12:33:12 | WARNING | main:submit_it_homework:386 | ⚠️ Не удалось обработать задание, пропускаем...
2025-10-03 at 12:33:15 | INFO | main:submit_it_homework:341 | 🔄 Поиск ИТ-заданий (попытка 5/50)...
2025-10-03 at 12:33:22 | INFO | main:find_all_homework_items:273 | 🔍 Найдено элементов с селектором '.homework-item': 24
2025-10-03 at 12:33:22 | INFO | main:find_all_homework_items:273 | 🔍 Найдено элементов с селектором '[class*="homework"]': 60
2025-10-03 at 12:33:22 | INFO | main:find_all_homework_items:273 | 🔍 Найдено элементов с селектором '[class*="task"]': 1
2025-10-03 at 12:33:22 | INFO | main:find_all_homework_items:291 | 📚 Всего уникальных заданий: 38
2025-10-03 at 12:33:22 | INFO | main:submit_it_homework:353 | 📚 Всего найдено заданий на странице: 38
2025-10-03 at 12:33:22 | INFO | main:submit_it_homework:370 | 🎯 Найдено ИТ-задание: Операционные системы и среды
2025-10-03 at 12:33:22 | INFO | main:submit_it_homework:375 | 🎯 Отфильтровано новых ИТ-заданий: 1
2025-10-03 at 12:33:22 | INFO | main:process_single_homework:53 | 🔧 Обрабатывается: Операционные системы и среды (Статус: Операционные системы и среды

Срок

2.10.2025

Истекший)
2025-10-03 at 12:33:23 | WARNING | main:process_single_homework:77 | ⚠️ Не найдена кнопка загрузки для: Операционные системы и среды
2025-10-03 at 12:33:23 | WARNING | main:submit_it_homework:386 | ⚠️ Не удалось обработать задание, пропускаем...
2025-10-03 at 12:33:26 | INFO | main:submit_it_homework:341 | 🔄 Поиск ИТ-заданий (попытка 6/50)...
2025-10-03 at 12:33:33 | INFO | main:find_all_homework_items:273 | 🔍 Найдено элементов с селектором '.homework-item': 24
2025-10-03 at 12:33:33 | INFO | main:find_all_homework_items:273 | 🔍 Найдено элементов с селектором '[class*="homework"]': 60
2025-10-03 at 12:33:33 | INFO | main:find_all_homework_items:273 | 🔍 Найдено элементов с селектором '[class*="task"]': 1
2025-10-03 at 12:33:33 | INFO | main:find_all_homework_items:291 | 📚 Всего уникальных заданий: 38
2025-10-03 at 12:33:33 | INFO | main:submit_it_homework:353 | 📚 Всего найдено заданий на странице: 38
2025-10-03 at 12:33:33 | INFO | main:submit_it_homework:370 | 🎯 Найдено ИТ-задание: Операционные системы и среды
2025-10-03 at 12:33:33 | INFO | main:submit_it_homework:375 | 🎯 Отфильтровано новых ИТ-заданий: 1
2025-10-03 at 12:33:33 | INFO | main:process_single_homework:53 | 🔧 Обрабатывается: Операционные системы и среды (Статус: Операционные системы и среды

Срок

2.10.2025

Истекший)
2025-10-03 at 12:33:35 | WARNING | main:process_single_homework:77 | ⚠️ Не найдена кнопка загрузки для: Операционные системы и среды
2025-10-03 at 12:33:35 | WARNING | main:submit_it_homework:386 | ⚠️ Не удалось обработать задание, пропускаем...
2025-10-03 at 12:33:38 | INFO | main:submit_it_homework:341 | 🔄 Поиск ИТ-заданий (попытка 7/50)...
2025-10-03 at 12:46:07 | INFO | main:submit_it_homework:255 | 🚀 Переход на главную страницу...
2025-10-03 at 12:46:09 | ERROR | main:submit_it_homework:264 | ❌ Сайт не загрузился: требуется JavaScript (возможно, блокировка).
2025-10-03 at 12:52:34 | INFO | main:submit_it_homework:335 | 🚀 Переход на главную страницу...
2025-10-03 at 12:52:40 | INFO | main:submit_it_homework:339 | ✅ Главная страница загружена
2025-10-03 at 12:52:40 | ERROR | main:submit_it_homework:350 | ❌ Сайт требует включенный JavaScript. Пробуем обойти...
2025-10-03 at 12:52:45 | INFO | main:submit_it_homework:359 | 🔐 Ожидание формы входа...
2025-10-03 at 12:52:48 | INFO | main:submit_it_homework:369 | ✅ Форма входа отправлена
2025-10-03 at 12:52:49 | SUCCESS | main:submit_it_homework:394 | ✅ Успешный вход в систему!
2025-10-03 at 12:52:52 | INFO | main:submit_it_homework:401 | 📚 Переход на страницу домашних заданий...
2025-10-03 at 12:53:35 | INFO | main:submit_it_homework:335 | 🚀 Переход на главную страницу...
2025-10-03 at 12:53:40 | INFO | main:submit_it_homework:339 | ✅ Главная страница загружена
2025-10-03 at 12:53:40 | ERROR | main:submit_it_homework:350 | ❌ Сайт требует включенный JavaScript. Пробуем обойти...
2025-10-03 at 12:53:45 | INFO | main:submit_it_homework:359 | 🔐 Ожидание формы входа...
2025-10-03 at 12:53:50 | INFO | main:submit_it_homework:369 | ✅ Форма входа отправлена
2025-10-03 at 12:53:51 | SUCCESS | main:submit_it_homework:394 | ✅ Успешный вход в систему!
2025-10-03 at 12:53:54 | INFO | main:submit_it_homework:401 | 📚 Переход на страницу домашних заданий...
2025-10-03 at 12:54:00 | INFO | main:submit_it_homework:427 | 🔄 Поиск ИТ-заданий (попытка 1/20)...
2025-10-03 at 12:54:10 | INFO | main:find_all_homework_items:152 | 🔍 Найдено элементов с селектором '.homework-item': 24
2025-10-03 at 12:54:10 | INFO | main:find_all_homework_items:152 | 🔍 Найдено элементов с селектором '[class*="homework"]': 60
2025-10-03 at 12:54:10 | INFO | main:find_all_homework_items:152 | 🔍 Найдено элементов с селектором '[class*="task"]': 1
2025-10-03 at 12:54:10 | INFO | main:find_all_homework_items:168 | 📚 Всего уникальных заданий: 30
2025-10-03 at 12:54:10 | INFO | main:process_single_homework_fixed:176 | 🔧 Обработка: Операционные системы и среды
2025-10-03 at 12:54:15 | INFO | main:process_single_homework_fixed:206 | 📤 Форма загрузки открыта
2025-10-03 at 12:54:18 | INFO | main:process_single_homework_fixed:213 | 🐱 Мем загружен
2025-10-03 at 12:54:20 | INFO | main:process_single_homework_fixed:219 | 🔗 Вставка ссылки на репозиторий...
2025-10-03 at 12:54:20 | INFO | main:process_single_homework_fixed:238 | ✅ Ссылка вставлена в текстовое поле (input)
2025-10-03 at 12:54:21 | INFO | main:process_single_homework_fixed:253 | ⏰ Время установлено: 12:54
2025-10-03 at 12:54:21 | INFO | main:process_single_homework_fixed:258 | ⭐ Устанавливаю оценку: 5 звёзд
2025-10-03 at 12:54:21 | INFO | main:process_single_homework_fixed:277 | ✅ Клик по 5-й звезде
2025-10-03 at 12:54:21 | INFO | main:process_single_homework_fixed:285 | 📨 Отправка задания...
2025-10-03 at 12:54:23 | SUCCESS | main:process_single_homework_fixed:306 | ✅ Задание отправлено!
2025-10-03 at 12:54:29 | INFO | main:submit_it_homework:450 | 📊 Успешно обработано заданий: 1
2025-10-03 at 12:54:35 | INFO | main:submit_it_homework:427 | 🔄 Поиск ИТ-заданий (попытка 2/20)...
2025-10-03 at 12:54:43 | INFO | main:find_all_homework_items:152 | 🔍 Найдено элементов с селектором '.homework-item': 24
2025-10-03 at 12:54:43 | INFO | main:find_all_homework_items:152 | 🔍 Найдено элементов с селектором '[class*="homework"]': 60
2025-10-03 at 12:54:44 | INFO | main:find_all_homework_items:152 | 🔍 Найдено элементов с селектором '[class*="task"]': 1
2025-10-03 at 12:54:44 | INFO | main:find_all_homework_items:168 | 📚 Всего уникальных заданий: 29
2025-10-03 at 12:54:44 | INFO | main:process_single_homework_fixed:176 | 🔧 Обработка: Разработка программных модулей
2025-10-03 at 12:54:49 | INFO | main:process_single_homework_fixed:206 | 📤 Форма загрузки открыта
2025-10-03 at 12:54:52 | INFO | main:process_single_homework_fixed:213 | 🐱 Мем загружен
2025-10-03 at 12:54:55 | INFO | main:process_single_homework_fixed:219 | 🔗 Вставка ссылки на репозиторий...
2025-10-03 at 12:54:55 | INFO | main:process_single_homework_fixed:238 | ✅ Ссылка вставлена в текстовое поле (input)
2025-10-03 at 12:54:56 | INFO | main:process_single_homework_fixed:253 | ⏰ Время установлено: 12:54
2025-10-03 at 12:54:56 | INFO | main:process_single_homework_fixed:258 | ⭐ Устанавливаю оценку: 5 звёзд
2025-10-03 at 12:55:26 | WARNING | main:process_single_homework_fixed:282 | ⚠️ Не удалось установить оценку
2025-10-03 at 12:55:26 | INFO | main:process_single_homework_fixed:285 | 📨 Отправка задания...
2025-10-03 at 12:55:27 | SUCCESS | main:process_single_homework_fixed:306 | ✅ Задание отправлено!
2025-10-03 at 12:55:34 | INFO | main:submit_it_homework:450 | 📊 Успешно обработано заданий: 2
2025-10-03 at 12:55:39 | INFO | main:submit_it_homework:427 | 🔄 Поиск ИТ-заданий (попытка 3/20)...
2025-10-03 at 12:55:51 | INFO | main:find_all_homework_items:152 | 🔍 Найдено элементов с селектором '.homework-item': 24
2025-10-03 at 12:55:51 | INFO | main:find_all_homework_items:152 | 🔍 Найдено элементов с селектором '[class*="homework"]': 60
2025-10-03 at 12:55:51 | INFO | main:find_all_homework_items:152 | 🔍 Найдено элементов с селектором '[class*="task"]': 1
2025-10-03 at 12:55:51 | INFO | main:find_all_homework_items:168 | 📚 Всего уникальных заданий: 30
2025-10-03 at 12:55:51 | INFO | main:process_single_homework_fixed:176 | 🔧 Обработка: Информационные технологии
2025-10-03 at 12:55:55 | INFO | main:process_single_homework_fixed:206 | 📤 Форма загрузки открыта
2025-10-03 at 12:55:59 | INFO | main:process_single_homework_fixed:213 | 🐱 Мем загружен
2025-10-03 at 12:56:01 | INFO | main:process_single_homework_fixed:219 | 🔗 Вставка ссылки на репозиторий...
2025-10-03 at 12:56:01 | INFO | main:process_single_homework_fixed:238 | ✅ Ссылка вставлена в текстовое поле (input)
2025-10-03 at 12:56:02 | INFO | main:process_single_homework_fixed:253 | ⏰ Время установлено: 12:56
2025-10-03 at 12:56:02 | INFO | main:process_single_homework_fixed:258 | ⭐ Устанавливаю оценку: 5 звёзд
2025-10-03 at 12:56:32 | WARNING | main:process_single_homework_fixed:282 | ⚠️ Не удалось установить оценку
2025-10-03 at 12:56:32 | INFO | main:process_single_homework_fixed:285 | 📨 Отправка задания...
2025-10-03 at 12:56:33 | SUCCESS | main:process_single_homework_fixed:306 | ✅ Задание отправлено!
2025-10-03 at 12:56:39 | INFO | main:submit_it_homework:450 | 📊 Успешно обработано заданий: 3
2025-10-03 at 12:56:46 | INFO | main:submit_it_homework:427 | 🔄 Поиск ИТ-заданий (попытка 4/20)...
2025-10-03 at 12:56:52 | INFO | main:find_all_homework_items:152 | 🔍 Найдено элементов с селектором '.homework-item': 24
2025-10-03 at 12:56:53 | INFO | main:find_all_homework_items:152 | 🔍 Найдено элементов с селектором '[class*="homework"]': 60
2025-10-03 at 12:56:53 | INFO | main:find_all_homework_items:152 | 🔍 Найдено элементов с селектором '[class*="task"]': 1
2025-10-03 at 12:56:53 | INFO | main:find_all_homework_items:168 | 📚 Всего уникальных заданий: 30
2025-10-03 at 12:56:53 | INFO | main:process_single_homework_fixed:176 | 🔧 Обработка: Архитектура аппаратных средств
2025-10-03 at 12:56:56 | WARNING | main:process_single_homework_fixed:200 | ⚠️ Кнопка загрузки не найдена
2025-10-03 at 12:56:56 | WARNING | main:submit_it_homework:452 | ⚠️ Пропускаем задание из-за ошибки.
2025-10-03 at 12:57:03 | INFO | main:submit_it_homework:427 | 🔄 Поиск ИТ-заданий (попытка 5/20)...
2025-10-03 at 12:57:12 | INFO | main:find_all_homework_items:152 | 🔍 Найдено элементов с селектором '.homework-item': 24
2025-10-03 at 12:57:12 | INFO | main:find_all_homework_items:152 | 🔍 Найдено элементов с селектором '[class*="homework"]': 60
2025-10-03 at 12:57:12 | INFO | main:find_all_homework_items:152 | 🔍 Найдено элементов с селектором '[class*="task"]': 1
2025-10-03 at 12:57:12 | INFO | main:find_all_homework_items:168 | 📚 Всего уникальных заданий: 30
2025-10-03 at 12:57:12 | INFO | main:process_single_homework_fixed:176 | 🔧 Обработка: Разработка программных модулей
2025-10-03 at 12:57:15 | WARNING | main:process_single_homework_fixed:200 | ⚠️ Кнопка загрузки не найдена
2025-10-03 at 12:57:15 | WARNING | main:submit_it_homework:452 | ⚠️ Пропускаем задание из-за ошибки.
2025-10-03 at 12:57:22 | INFO | main:submit_it_homework:427 | 🔄 Поиск ИТ-заданий (попытка 6/20)...
2025-10-03 at 12:57:32 | INFO | main:find_all_homework_items:152 | 🔍 Найдено элементов с селектором '.homework-item': 24
2025-10-03 at 12:57:32 | INFO | main:find_all_homework_items:152 | 🔍 Найдено элементов с селектором '[class*="homework"]': 60
2025-10-03 at 12:57:32 | INFO | main:find_all_homework_items:152 | 🔍 Найдено элементов с селектором '[class*="task"]': 1
2025-10-03 at 12:57:32 | INFO | main:find_all_homework_items:168 | 📚 Всего уникальных заданий: 29
2025-10-03 at 12:57:32 | INFO | main:process_single_homework_fixed:176 | 🔧 Обработка: Информационные технологии
2025-10-03 at 12:57:35 | WARNING | main:process_single_homework_fixed:200 | ⚠️ Кнопка загрузки не найдена
2025-10-03 at 12:57:35 | WARNING | main:submit_it_homework:452 | ⚠️ Пропускаем задание из-за ошибки.
2025-10-03 at 12:57:39 | INFO | main:submit_it_homework:427 | 🔄 Поиск ИТ-заданий (попытка 7/20)...
2025-10-03 at 12:57:50 | INFO | main:find_all_homework_items:152 | 🔍 Найдено элементов с селектором '.homework-item': 24
2025-10-03 at 12:57:50 | INFO | main:find_all_homework_items:152 | 🔍 Найдено элементов с селектором '[class*="homework"]': 60
2025-10-03 at 12:57:50 | INFO | main:find_all_homework_items:152 | 🔍 Найдено элементов с селектором '[class*="task"]': 1
2025-10-03 at 12:57:50 | INFO | main:find_all_homework_items:168 | 📚 Всего уникальных заданий: 31
2025-10-03 at 12:57:50 | INFO | main:process_single_homework_fixed:176 | 🔧 Обработка: Информационные технологии
2025-10-03 at 12:57:53 | WARNING | main:process_single_homework_fixed:200 | ⚠️ Кнопка загрузки не найдена
2025-10-03 at 12:57:53 | WARNING | main:submit_it_homework:452 | ⚠️ Пропускаем задание из-за ошибки.
2025-10-03 at 12:57:57 | INFO | main:submit_it_homework:427 | 🔄 Поиск ИТ-заданий (попытка 8/20)...
2025-10-03 at 12:58:10 | INFO | main:find_all_homework_items:152 | 🔍 Найдено элементов с селектором '.homework-item': 24
2025-10-03 at 12:58:10 | INFO | main:find_all_homework_items:152 | 🔍 Найдено элементов с селектором '[class*="homework"]': 60
2025-10-03 at 12:58:10 | INFO | main:find_all_homework_items:152 | 🔍 Найдено элементов с селектором '[class*="task"]': 1
2025-10-03 at 12:58:10 | INFO | main:find_all_homework_items:168 | 📚 Всего уникальных заданий: 30
2025-10-03 at 12:58:10 | INFO | main:process_single_homework_fixed:176 | 🔧 Обработка: Разработка программных модулей
2025-10-03 at 12:58:14 | WARNING | main:process_single_homework_fixed:200 | ⚠️ Кнопка загрузки не найдена
2025-10-03 at 12:58:14 | WARNING | main:submit_it_homework:452 | ⚠️ Пропускаем задание из-за ошибки.
2025-10-03 at 12:58:20 | INFO | main:submit_it_homework:427 | 🔄 Поиск ИТ-заданий (попытка 9/20)...
2025-10-03 at 12:58:30 | INFO | main:find_all_homework_items:152 | 🔍 Найдено элементов с селектором '.homework-item': 24
2025-10-03 at 12:58:30 | INFO | main:find_all_homework_items:152 | 🔍 Найдено элементов с селектором '[class*="homework"]': 60
2025-10-03 at 12:58:30 | INFO | main:find_all_homework_items:152 | 🔍 Найдено элементов с селектором '[class*="task"]': 1
2025-10-03 at 12:58:30 | INFO | main:find_all_homework_items:168 | 📚 Всего уникальных заданий: 29
2025-10-03 at 12:58:30 | INFO | main:process_single_homework_fixed:176 | 🔧 Обработка: Операционные системы и среды
2025-10-03 at 12:58:34 | WARNING | main:process_single_homework_fixed:200 | ⚠️ Кнопка загрузки не найдена
2025-10-03 at 12:58:34 | WARNING | main:submit_it_homework:452 | ⚠️ Пропускаем задание из-за ошибки.
2025-10-03 at 12:58:40 | INFO | main:submit_it_homework:427 | 🔄 Поиск ИТ-заданий (попытка 10/20)...
2025-10-03 at 12:58:51 | INFO | main:find_all_homework_items:152 | 🔍 Найдено элементов с селектором '.homework-item': 24
2025-10-03 at 12:58:51 | INFO | main:find_all_homework_items:152 | 🔍 Найдено элементов с селектором '[class*="homework"]': 60
2025-10-03 at 12:58:51 | INFO | main:find_all_homework_items:152 | 🔍 Найдено элементов с селектором '[class*="task"]': 1
2025-10-03 at 12:58:52 | INFO | main:find_all_homework_items:168 | 📚 Всего уникальных заданий: 29
2025-10-03 at 12:58:52 | INFO | main:process_single_homework_fixed:176 | 🔧 Обработка: Информационные технологии
2025-10-03 at 13:02:03 | INFO | 🚀 Переход на главную страницу...
2025-10-03 at 13:02:09 | INFO | ✅ Главная страница загружена
2025-10-03 at 13:02:09 | INFO | 🔐 Ожидание формы входа...
2025-10-03 at 13:02:09 | INFO | ✅ Форма входа отправлена
2025-10-03 at 13:02:11 | SUCCESS | ✅ Успешный вход в систему!
2025-10-03 at 13:02:11 | INFO | 📚 Переход на страницу домашних заданий...
2025-10-03 at 13:02:14 | INFO | ✅ Страница домашних заданий загружена
2025-10-03 at 13:02:14 | INFO | 📚 Найдено заданий: 21
2025-10-03 at 13:02:14 | INFO | 🔧 Обработка: Разработка программных модулей
2025-10-03 at 13:02:15 | INFO | 📤 Форма загрузки открыта
2025-10-03 at 13:02:17 | INFO | 🐱 Мем загружен
2025-10-03 at 13:02:18 | INFO | 🔗 Вставка ссылки на репозиторий...
2025-10-03 at 13:02:18 | WARNING | ⚠️ Текстовое поле не найдено
2025-10-03 at 13:02:18 | INFO | ⏰ Устанавливаю время выполнения...
2025-10-03 at 13:07:16 | INFO | 🚀 Переход на главную страницу...
2025-10-03 at 13:07:46 | ERROR | ❌ Ошибка при входе: Page.goto: Timeout 30000ms exceeded.
Call log:
  - navigating to "https://journal.top-academy.ru/", waiting until "networkidle"

2025-10-03 at 13:11:38 | INFO | 🚀 Переход на главную страницу...
2025-10-03 at 13:12:38 | WARNING | ⚠️ Networkidle timeout, пробуем domcontentloaded...
2025-10-03 at 13:12:38 | INFO | ✅ Главная страница загружена
2025-10-03 at 13:12:42 | INFO | 🚀 Переход на главную страницу...
2025-10-03 at 13:13:32 | WARNING | ⚠️ Networkidle timeout, пробуем domcontentloaded...
2025-10-03 at 13:13:32 | ERROR | ❌ Ошибка при входе: Page.goto: Target page, context or browser has been closed
2025-10-03 at 13:17:50 | INFO | 🚀 Запуск программы...
2025-10-03 at 13:17:50 | INFO | 🔐 Вход в систему...
2025-10-03 at 13:17:50 | INFO | 🔄 Загрузка страницы (попытка 1)...
2025-10-03 at 13:17:52 | INFO | ✅ Страница успешно загружена
2025-10-03 at 13:17:54 | INFO | ✅ Логин заполнено
2025-10-03 at 13:17:55 | INFO | ✅ Пароль заполнено
2025-10-03 at 13:17:56 | INFO | ✅ Клик на Кнопка входа
2025-10-03 at 13:18:01 | ERROR | ❌ Вход не удался
2025-10-03 at 13:18:01 | ERROR | ❌ Не удалось войти на сайт
2025-10-03 at 13:18:05 | INFO | 🚀 Запуск программы...
2025-10-03 at 13:18:06 | INFO | 🔐 Вход в систему...
2025-10-03 at 13:18:06 | INFO | 🔄 Загрузка страницы (попытка 1)...
2025-10-03 at 13:18:07 | INFO | ✅ Страница успешно загружена
2025-10-03 at 13:18:09 | INFO | ✅ Логин заполнено
2025-10-03 at 13:18:10 | INFO | ✅ Пароль заполнено
2025-10-03 at 13:18:11 | INFO | ✅ Клик на Кнопка входа
2025-10-03 at 13:18:16 | ERROR | ❌ Вход не удался
2025-10-03 at 13:18:16 | ERROR | ❌ Не удалось войти на сайт
2025-10-03 at 13:21:01 | INFO | 🚀 Запускаю программу...
2025-10-03 at 13:21:02 | INFO | 🔐 Начинаю вход в систему...
2025-10-03 at 13:21:07 | INFO | ✅ Главная страница загружена
2025-10-03 at 13:21:07 | INFO | ⏳ Ожидаю форму входа...
2025-10-03 at 13:21:07 | INFO | ✅ Логин введен
2025-10-03 at 13:21:08 | INFO | ✅ Пароль введен
2025-10-03 at 13:21:09 | INFO | ✅ Форма отправлена
2025-10-03 at 13:21:14 | SUCCESS | ✅ Вход успешен (форма входа исчезла)
2025-10-03 at 13:21:14 | INFO | 📚 Перехожу к домашним заданиям...
2025-10-03 at 13:21:15 | INFO | ✅ Страница заданий загружена
2025-10-03 at 13:21:15 | INFO | 📚 Найдено заданий: 21
2025-10-03 at 13:21:15 | INFO | 🔧 Начинаю обработку: Разработка программных модулей
2025-10-03 at 13:21:47 | ERROR | ❌ Ошибка при обработке задания Разработка программных модулей: ElementHandle.click: Timeout 30000ms exceeded.
Call log:
  - attempting click action
    2 × waiting for element to be visible, enabled and stable
      - element is not visible
    - retrying click action
    - waiting 20ms
    2 × waiting for element to be visible, enabled and stable
      - element is not visible
    - retrying click action
      - waiting 100ms
    57 × waiting for element to be visible, enabled and stable
       - element is not visible
     - retrying click action
       - waiting 500ms

2025-10-03 at 13:21:49 | INFO | 🔧 Начинаю обработку: Архитектура аппаратных средств
2025-10-03 at 13:21:51 | WARNING | ⚠️ Кнопка загрузки не найдена для: Архитектура аппаратных средств
2025-10-03 at 13:21:53 | INFO | 🔧 Начинаю обработку: Разработка программных модулей
2025-10-03 at 13:21:55 | WARNING | ⚠️ Кнопка загрузки не найдена для: Разработка программных модулей
2025-10-03 at 13:21:57 | INFO | 🔧 Начинаю обработку: Информационные технологии
2025-10-03 at 13:21:59 | WARNING | ⚠️ Кнопка загрузки не найдена для: Информационные технологии
2025-10-03 at 13:22:01 | INFO | 🔧 Начинаю обработку: Информационные технологии
2025-10-03 at 13:22:03 | WARNING | ⚠️ Кнопка загрузки не найдена для: Информационные технологии
2025-10-03 at 13:22:05 | INFO | 🔧 Начинаю обработку: Информационные технологии
2025-10-03 at 13:22:07 | WARNING | ⚠️ Кнопка загрузки не найдена для: Информационные технологии
2025-10-03 at 13:22:09 | INFO | 🔧 Начинаю обработку: Информационные технологии
2025-10-03 at 13:22:12 | WARNING | ⚠️ Кнопка загрузки не найдена для: Информационные технологии
2025-10-03 at 13:22:14 | INFO | 🔧 Начинаю обработку: Компьютерные сети
2025-10-03 at 13:22:16 | WARNING | ⚠️ Кнопка загрузки не найдена для: Компьютерные сети
2025-10-03 at 13:22:18 | INFO | 🔧 Начинаю обработку: Архитектура аппаратных средств
2025-10-03 at 13:22:20 | WARNING | ⚠️ Кнопка загрузки не найдена для: Архитектура аппаратных средств
2025-10-03 at 13:22:22 | INFO | 🔧 Начинаю обработку: Операционные системы и среды
2025-10-03 at 13:22:24 | WARNING | ⚠️ Кнопка загрузки не найдена для: Операционные системы и среды
2025-10-03 at 13:22:26 | INFO | 🔧 Начинаю обработку: Разработка программных модулей
2025-10-03 at 13:22:28 | WARNING | ⚠️ Кнопка загрузки не найдена для: Разработка программных модулей
2025-10-03 at 13:22:30 | INFO | 🔧 Начинаю обработку: Разработка программных модулей
2025-10-03 at 13:23:02 | ERROR | ❌ Ошибка при обработке задания Разработка программных модулей: ElementHandle.click: Timeout 30000ms exceeded.
Call log:
  - attempting click action
    2 × waiting for element to be visible, enabled and stable
      - element is not visible
    - retrying click action
    - waiting 20ms
    2 × waiting for element to be visible, enabled and stable
      - element is not visible
    - retrying click action
      - waiting 100ms
    58 × waiting for element to be visible, enabled and stable
       - element is not visible
     - retrying click action
       - waiting 500ms

2025-10-03 at 13:23:04 | INFO | 🔧 Начинаю обработку: Разработка программных модулей
2025-10-03 at 13:26:32 | INFO | 🚀 Запускаю программу...
2025-10-03 at 13:26:33 | INFO | 🔐 Начинаю вход в систему...
2025-10-03 at 13:26:38 | INFO | ✅ Главная страница загружена
2025-10-03 at 13:26:38 | INFO | ⏳ Ожидаю форму входа...
2025-10-03 at 13:26:38 | INFO | ✅ Логин введен
2025-10-03 at 13:26:39 | INFO | ✅ Пароль введен
2025-10-03 at 13:26:40 | INFO | ✅ Форма отправлена
2025-10-03 at 13:26:45 | SUCCESS | ✅ Вход успешен
2025-10-03 at 13:26:45 | INFO | 📚 Перехожу к домашним заданиям...
2025-10-03 at 13:26:47 | INFO | ✅ Страница заданий загружена
2025-10-03 at 13:26:47 | INFO | 📚 Найдено заданий: 21
2025-10-03 at 13:26:47 | INFO | 🎯 Найдено ИТ-задание: Разработка программных модулей
2025-10-03 at 13:26:47 | INFO | 🔧 Начинаю обработку: Разработка программных модулей
2025-10-03 at 13:27:22 | ERROR | ❌ Ошибка при открытии формы: ElementHandle.click: Timeout 30000ms exceeded.
Call log:
  - attempting click action
    2 × waiting for element to be visible, enabled and stable
      - element is not visible
    - retrying click action
    - waiting 20ms
    2 × waiting for element to be visible, enabled and stable
      - element is not visible
    - retrying click action
      - waiting 100ms
    57 × waiting for element to be visible, enabled and stable
       - element is not visible
     - retrying click action
       - waiting 500ms

2025-10-03 at 13:27:25 | INFO | 🎯 Найдено ИТ-задание: Разработка программных модулей
2025-10-03 at 13:27:25 | INFO | 🔧 Начинаю обработку: Разработка программных модулей
2025-10-03 at 13:27:30 | WARNING | ⚠️ Кнопка загрузки не найдена для: Разработка программных модулей
2025-10-03 at 13:27:33 | INFO | 🎯 Найдено ИТ-задание: Информационные технологии
2025-10-03 at 13:27:33 | INFO | 🔧 Начинаю обработку: Информационные технологии
2025-10-03 at 13:27:38 | WARNING | ⚠️ Кнопка загрузки не найдена для: Информационные технологии
2025-10-03 at 13:27:41 | INFO | 🎯 Найдено ИТ-задание: Информационные технологии
2025-10-03 at 13:27:41 | INFO | 🔧 Начинаю обработку: Информационные технологии
2025-10-03 at 13:27:46 | WARNING | ⚠️ Кнопка загрузки не найдена для: Информационные технологии
2025-10-03 at 13:27:49 | INFO | 🎯 Найдено ИТ-задание: Информационные технологии
2025-10-03 at 13:27:49 | INFO | 🔧 Начинаю обработку: Информационные технологии
2025-10-03 at 13:27:54 | WARNING | ⚠️ Кнопка загрузки не найдена для: Информационные технологии
2025-10-03 at 13:33:41 | INFO | 🚀 Запускаю программу...
2025-10-03 at 13:33:42 | INFO | 🔐 Начинаю вход в систему...
2025-10-03 at 13:33:46 | INFO | ✅ Главная страница загружена
2025-10-03 at 13:33:46 | INFO | ⏳ Ожидаю форму входа...
2025-10-03 at 13:33:46 | INFO | ✅ Логин введен
2025-10-03 at 13:33:47 | INFO | ✅ Пароль введен
2025-10-03 at 13:33:48 | INFO | ✅ Форма отправлена
2025-10-03 at 13:33:53 | SUCCESS | ✅ Вход успешен
2025-10-03 at 13:33:53 | INFO | 📚 Перехожу к домашним заданиям...
2025-10-03 at 13:33:56 | INFO | ✅ Страница заданий загружена
2025-10-03 at 13:33:56 | INFO | 📚 Ищу домашние задания...
2025-10-03 at 13:33:56 | INFO | ✅ Найдено 21 заданий с селектором: .homework-item
2025-10-03 at 13:33:56 | INFO | 🎯 Найдено ИТ-задание: Разработка программных модулей
2025-10-03 at 13:33:56 | INFO | 🔧 Начинаю обработку: Разработка программных модулей
2025-10-03 at 13:34:01 | WARNING | ⚠️ Кнопка загрузки не найдена для: Разработка программных модулей
2025-10-03 at 13:34:01 | INFO | 📤 Кликнул на карточку задания
2025-10-03 at 13:34:04 | WARNING | ⚠️ Модальное окно не открылось, пробую продолжить...
2025-10-03 at 13:34:04 | WARNING | ⚠️ Поле загрузки файла не найдено или файл отсутствует
2025-10-03 at 13:34:04 | INFO | 🔗 Вставляю ссылку на GitHub...
2025-10-03 at 13:34:04 | WARNING | ⚠️ Не удалось вставить ссылку
2025-10-03 at 13:34:04 | INFO | ⏰ Устанавливаю время выполнения...
2025-10-03 at 13:34:04 | INFO | ⏰ Поля времени не найдены по плейсхолдерам, пропускаю...
2025-10-03 at 13:34:04 | INFO | ⭐ Устанавливаю 5 звезд...
2025-10-03 at 13:34:34 | INFO | ✅ 5 звезд установлено (текст)
2025-10-03 at 13:34:34 | INFO | 📨 Отправляю задание...
2025-10-03 at 13:34:35 | ERROR | ❌ Не удалось отправить задание
2025-10-03 at 13:34:38 | INFO | 🎯 Найдено ИТ-задание: Разработка программных модулей
